,r,C,T,n,fold,best_alpha,mse,evs
0,2,2,512,512,1,1.0,0.20250050675334824,0.1897800210598788
0,2,2,512,1024,1,0.1,0.22408141337992016,0.10624757281556219
0,2,2,512,2048,1,1.0,0.24276904025958224,0.03273279504041293
0,2,2,1024,16,1,1.0,0.22024797604684654,0.11486690118041609
0,2,2,1024,32,1,1.0,0.22790602743628724,0.09775461316076117
0,2,2,1024,64,1,1.0,0.2127664450557074,0.15446322966942516
0,2,2,1024,128,1,1.0,0.22445287798785588,0.10234702337326274
0,2,2,1024,256,1,1.0,0.20948116142053347,0.16133685739453407
0,2,2,1024,512,1,1.0,0.21198591232614256,0.15451690381192962
0,2,2,1024,1024,1,1.0,0.19948531872534195,0.20186605760590937
0,2,2,1024,2048,1,1.0,0.2114530802582511,0.15412600975093937
0,2,2,2048,16,1,10.0,0.21937579544561017,0.1460625584678099
0,2,2,2048,32,1,1.0,0.2055620743246041,0.18089548162727642
0,2,2,2048,64,1,1.0,0.20599286904179037,0.17406143098219862
0,2,2,2048,128,1,1.0,0.20809138948815648,0.16829164263572616
0,2,2,2048,256,1,1.0,0.19956549216843156,0.1985384273509484
0,2,2,2048,512,1,1.0,0.21009146821984448,0.16020061432135946
0,2,2,2048,1024,1,1.0,0.20362983294614082,0.18468551568140934
0,2,2,2048,2048,1,1.0,0.20918117366160902,0.1676735749109245
0,2,10,16,16,1,0.1,4.748839439205615,0.3121825684587931
0,2,10,16,32,1,0.1,25.807603481275578,-0.7762326826464518
0,2,10,16,64,1,1.0,4.690855516143272,0.3975383856756546
0,2,10,16,128,1,1.0,13.197323054238275,0.2333336235287108
0,2,10,16,256,1,0.01,7.1743501511935195,0.7458734677095075
0,2,10,16,512,1,1.0,5.150234540524496,0.5208340220137966
0,2,10,16,1024,1,1.0,7.465608520195703,0.761051271155353
0,2,10,16,2048,1,1.0,6.54913550551888,0.5019498830595088
0,2,10,32,16,1,0.1,9.50261249798818,0.13273129601451428
0,2,10,32,32,1,1.0,12.981570307959213,-0.32641293520137626
0,2,10,32,64,1,1.0,5.959122143591928,0.18083320989873375
0,2,10,32,128,1,1.0,11.633817289225167,0.12494298768288725
0,2,10,32,256,1,0.1,8.591193008550635,-0.21635777465954997
0,2,10,32,512,1,0.1,9.138290200013696,0.10689523784289545
0,2,10,32,1024,1,1.0,4.005685999187291,0.6275053777385424
0,2,10,32,2048,1,1.0,5.524504739207499,0.4210390389723675
0,2,10,64,16,1,1.0,7.005671979004216,0.13067774376215735
0,2,10,64,32,1,1.0,6.876525905819346,0.39997904549893193
0,2,10,64,64,1,1.0,7.118104371145506,0.34324541348347937
0,2,10,64,128,1,1.0,7.395156725948816,0.12634221304505522
